Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
kids-matching-set,,,,,,,,M,,Sunset Peach,UV-K-MATCHING-SET-SUN-M,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,L,,Sunset Peach,UV-K-MATCHING-SET-SUN-L,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XL,,Sunset Peach,UV-K-MATCHING-SET-SUN-XL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XXL,,Sunset Peach,UV-K-MATCHING-SET-SUN-XXL,300,shopify,50,deny,manual,1999,2999,true,true,,,,

womens-modern-silk-saree,"Modern Silk Saree","A contemporary re-imagination of classic Indian drape. Crafted from premium organic linen-silk blend, this Modern Silk Saree features clean minimal borders and a modern geometric texture. Heavy, structured, and drapes like liquid metal.",Urban Vogue,Saree,"Women, Saree, Exclusive, New Arrivals, Best Sellers",true,Size,Free Size,Color,Coral Red,UV-WOM-SILK-SAREE-COR-FREESIZE,300,shopify,50,deny,manual,4999,6999,true,true,assets/womens_silk_saree.png,1,"Modern Silk Saree",active
womens-modern-silk-saree,,,,,,,,Free Size,,Soft Ivory,UV-WOM-SILK-SAREE-SOF-FREESIZE,300,shopify,50,deny,manual,4999,6999,true,true,,,,
womens-modern-silk-saree,,,,,,,,Free Size,,Midnight Black,UV-WOM-SILK-SAREE-MID-FREESIZE,300,shopify,50,deny,manual,4999,6999,true,true,,,,
womens-designer-linen-kurti,"Designer Linen Kurti","Minimalist streetwear meets ethnic aesthetics. The Designer Linen Kurti is made from high-density 220 GSM breathable linen. Features a modern band collar, concealed front button placket, drop-shoulder comfort, and side slit pockets for functional utility.",Urban Vogue,Kurti,"Women, Kurti, Linen, New Drops, Trending Now",true,Size,XS,Color,Soft Ivory,UV-WOM-LINEN-KURTI-SOF-XS,300,shopify,50,deny,manual,1899,2799,true,true,assets/womens_linen_kurti.png,1,"Designer Linen Kurti",active
womens-designer-linen-kurti,,,,,,,,S,,Soft Ivory,UV-WOM-LINEN-KURTI-SOF-S,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,M,,Soft Ivory,UV-WOM-LINEN-KURTI-SOF-M,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,L,,Soft Ivory,UV-WOM-LINEN-KURTI-SOF-L,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XL,,Soft Ivory,UV-WOM-LINEN-KURTI-SOF-XL,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XXL,,Soft Ivory,UV-WOM-LINEN-KURTI-SOF-XXL,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XS,,Sage Green,UV-WOM-LINEN-KURTI-SAG-XS,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,S,,Sage Green,UV-WOM-LINEN-KURTI-SAG-S,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,M,,Sage Green,UV-WOM-LINEN-KURTI-SAG-M,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,L,,Sage Green,UV-WOM-LINEN-KURTI-SAG-L,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XL,,Sage Green,UV-WOM-LINEN-KURTI-SAG-XL,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XXL,,Sage Green,UV-WOM-LINEN-KURTI-SAG-XXL,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XS,,Coral Red,UV-WOM-LINEN-KURTI-COR-XS,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,S,,Coral Red,UV-WOM-LINEN-KURTI-COR-S,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,M,,Coral Red,UV-WOM-LINEN-KURTI-COR-M,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,L,,Coral Red,UV-WOM-LINEN-KURTI-COR-L,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XL,,Coral Red,UV-WOM-LINEN-KURTI-COR-XL,300,shopify,50,deny,manual,1899,2799,true,true,,,,
womens-designer-linen-kurti,,,,,,,,XXL,,Coral Red,UV-WOM-LINEN-KURTI-COR-XXL,300,shopify,50,deny,manual,1899,2799,true,true,,,,
mens-streetwear-shirt-pant,"Streetwear Shirt-Pant Set","The ultimate modern uniform. This Shirt Pant Set consists of a structured camp-collar button-down shirt and matching straight-leg trousers with an elasticized waistband. Crafted from a heavy canvas-cotton blend for a robust streetwear drape.",Urban Vogue,Co-Ord Set,"Men, Set, Shirt, Pant, Essentials, Best Sellers",true,Size,S,Color,Charcoal Black,UV-M-SHIRT-PANT-CHA-S,300,shopify,50,deny,manual,3999,5499,true,true,assets/mens_shirt_pant.png,1,"Streetwear Shirt-Pant Set",active
mens-streetwear-shirt-pant,,,,,,,,M,,Charcoal Black,UV-M-SHIRT-PANT-CHA-M,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,L,,Charcoal Black,UV-M-SHIRT-PANT-CHA-L,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,XL,,Charcoal Black,UV-M-SHIRT-PANT-CHA-XL,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,XXL,,Charcoal Black,UV-M-SHIRT-PANT-CHA-XXL,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,S,,Sage Green,UV-M-SHIRT-PANT-SAG-S,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,M,,Sage Green,UV-M-SHIRT-PANT-SAG-M,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,L,,Sage Green,UV-M-SHIRT-PANT-SAG-L,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,XL,,Sage Green,UV-M-SHIRT-PANT-SAG-XL,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,XXL,,Sage Green,UV-M-SHIRT-PANT-SAG-XXL,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,S,,Soft Ivory,UV-M-SHIRT-PANT-SOF-S,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,M,,Soft Ivory,UV-M-SHIRT-PANT-SOF-M,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,L,,Soft Ivory,UV-M-SHIRT-PANT-SOF-L,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,XL,,Soft Ivory,UV-M-SHIRT-PANT-SOF-XL,300,shopify,50,deny,manual,3999,5499,true,true,,,,
mens-streetwear-shirt-pant,,,,,,,,XXL,,Soft Ivory,UV-M-SHIRT-PANT-SOF-XXL,300,shopify,50,deny,manual,3999,5499,true,true,,,,
womens-contemporary-velvet-lehnga,"Contemporary Velvet Lehnga","Designed for high-impact presence. This Contemporary Velvet Lehnga consists of a heavyweight micro-velvet flared skirt, matching cropped top, and a lightweight organza dupatta. Features a modern geometric tonal embroidery that redefines luxury ethnic wear.",Urban Vogue,Lehnga,"Women, Lehnga, Luxury, Wedding, Exclusive",true,Size,S,Color,Midnight Black,UV-WOM-VELVET-LEHNGA-MID-S,300,shopify,50,deny,manual,8999,12999,true,true,assets/womens_velvet_lehnga.png,1,"Contemporary Velvet Lehnga",active
womens-contemporary-velvet-lehnga,,,,,,,,M,,Midnight Black,UV-WOM-VELVET-LEHNGA-MID-M,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,L,,Midnight Black,UV-WOM-VELVET-LEHNGA-MID-L,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,XL,,Midnight Black,UV-WOM-VELVET-LEHNGA-MID-XL,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,S,,Coral Red,UV-WOM-VELVET-LEHNGA-COR-S,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,M,,Coral Red,UV-WOM-VELVET-LEHNGA-COR-M,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,L,,Coral Red,UV-WOM-VELVET-LEHNGA-COR-L,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,XL,,Coral Red,UV-WOM-VELVET-LEHNGA-COR-XL,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,S,,Soft Ivory,UV-WOM-VELVET-LEHNGA-SOF-S,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,M,,Soft Ivory,UV-WOM-VELVET-LEHNGA-SOF-M,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,L,,Soft Ivory,UV-WOM-VELVET-LEHNGA-SOF-L,300,shopify,50,deny,manual,8999,12999,true,true,,,,
womens-contemporary-velvet-lehnga,,,,,,,,XL,,Soft Ivory,UV-WOM-VELVET-LEHNGA-SOF-XL,300,shopify,50,deny,manual,8999,12999,true,true,,,,
mens-linen-casual-shirt,"Men's Linen Casual Shirt","Premium, lightweight summer linen shirt with an open camp collar, split hem, and dropped shoulders. Tailored for relaxed streetwear coordination.",Urban Vogue,Shirt,"Men, Shirt, Linen, Summer Cut",true,Size,S,Color,Soft Ivory,UV-M-LINEN-SHIRT-SOF-S,300,shopify,50,deny,manual,1999,2999,true,true,assets/mens_linen_shirt.png,1,"Men's Linen Casual Shirt",active
mens-linen-casual-shirt,,,,,,,,M,,Soft Ivory,UV-M-LINEN-SHIRT-SOF-M,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,L,,Soft Ivory,UV-M-LINEN-SHIRT-SOF-L,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,XL,,Soft Ivory,UV-M-LINEN-SHIRT-SOF-XL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,XXL,,Soft Ivory,UV-M-LINEN-SHIRT-SOF-XXL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,S,,Sage Green,UV-M-LINEN-SHIRT-SAG-S,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,M,,Sage Green,UV-M-LINEN-SHIRT-SAG-M,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,L,,Sage Green,UV-M-LINEN-SHIRT-SAG-L,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,XL,,Sage Green,UV-M-LINEN-SHIRT-SAG-XL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,XXL,,Sage Green,UV-M-LINEN-SHIRT-SAG-XXL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,S,,Midnight Black,UV-M-LINEN-SHIRT-MID-S,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,M,,Midnight Black,UV-M-LINEN-SHIRT-MID-M,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,L,,Midnight Black,UV-M-LINEN-SHIRT-MID-L,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,XL,,Midnight Black,UV-M-LINEN-SHIRT-MID-XL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-linen-casual-shirt,,,,,,,,XXL,,Midnight Black,UV-M-LINEN-SHIRT-MID-XXL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
mens-cargo-pant,"Men's Cargo Pant","Tough ripstop canvas cargo trousers with adjustable ankle strap buckles, 6-pocket utility, and double-reinforced seat panel.",Urban Vogue,Pant,"Men, Pant, Cargo, Streetwear, Best Sellers",true,Size,S,Color,Charcoal Black,UV-M-CARGO-PANT-CHA-S,300,shopify,50,deny,manual,2499,3499,true,true,assets/mens_cargo_pant.png,1,"Men's Cargo Pant",active
mens-cargo-pant,,,,,,,,M,,Charcoal Black,UV-M-CARGO-PANT-CHA-M,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,L,,Charcoal Black,UV-M-CARGO-PANT-CHA-L,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,XL,,Charcoal Black,UV-M-CARGO-PANT-CHA-XL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,XXL,,Charcoal Black,UV-M-CARGO-PANT-CHA-XXL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,S,,Sage Green,UV-M-CARGO-PANT-SAG-S,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,M,,Sage Green,UV-M-CARGO-PANT-SAG-M,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,L,,Sage Green,UV-M-CARGO-PANT-SAG-L,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,XL,,Sage Green,UV-M-CARGO-PANT-SAG-XL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-cargo-pant,,,,,,,,XXL,,Sage Green,UV-M-CARGO-PANT-SAG-XXL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
mens-chino-trouser,"Men's Chino Trouser","Smart-casual streetwear trousers made from premium double-brushed cotton twill. Features structured front pleats and clean back welt pockets.",Urban Vogue,Trouser,"Men, Trouser, Chino, Premium",true,Size,S,Color,Charcoal Black,UV-M-CHINO-TROUSER-CHA-S,300,shopify,50,deny,manual,2299,3199,true,true,assets/mens_chino_trouser.png,1,"Men's Chino Trouser",active
mens-chino-trouser,,,,,,,,M,,Charcoal Black,UV-M-CHINO-TROUSER-CHA-M,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,L,,Charcoal Black,UV-M-CHINO-TROUSER-CHA-L,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,XL,,Charcoal Black,UV-M-CHINO-TROUSER-CHA-XL,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,XXL,,Charcoal Black,UV-M-CHINO-TROUSER-CHA-XXL,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,S,,Soft Ivory,UV-M-CHINO-TROUSER-SOF-S,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,M,,Soft Ivory,UV-M-CHINO-TROUSER-SOF-M,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,L,,Soft Ivory,UV-M-CHINO-TROUSER-SOF-L,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,XL,,Soft Ivory,UV-M-CHINO-TROUSER-SOF-XL,300,shopify,50,deny,manual,2299,3199,true,true,,,,
mens-chino-trouser,,,,,,,,XXL,,Soft Ivory,UV-M-CHINO-TROUSER-SOF-XXL,300,shopify,50,deny,manual,2299,3199,true,true,,,,
womens-floral-organza-saree,"Women's Floral Organza Saree","An ethereal organza saree featuring hand-painted botanical prints and minimal embroidered borders. Includes a contrast raw-silk blouse fabric.",Urban Vogue,Saree,"Women, Saree, Organza, Floral, Exclusive",true,Size,Free Size,Color,Soft Ivory,UV-WOM-ORGANZA-SAREE-SOF-FREESIZE,300,shopify,50,deny,manual,3999,5499,true,true,assets/womens_organza_saree.png,1,"Women's Floral Organza Saree",active
womens-floral-organza-saree,,,,,,,,Free Size,,Sunset Peach,UV-WOM-ORGANZA-SAREE-SUN-FREESIZE,300,shopify,50,deny,manual,3999,5499,true,true,,,,
womens-hand-block-kurti,"Women's Hand-Block Kurti","Premium organic cotton kurti adorned with traditional hand-block indigo and rust prints. Tailored with dropped shoulders and split utility cuffs.",Urban Vogue,Kurti,"Women, Kurti, Block Print, Organic, New Drop",true,Size,XS,Color,Coral Red,UV-WOM-BLOCK-KURTI-COR-XS,300,shopify,50,deny,manual,1499,2199,true,true,assets/womens_block_kurti.png,1,"Women's Hand-Block Kurti",active
womens-hand-block-kurti,,,,,,,,S,,Coral Red,UV-WOM-BLOCK-KURTI-COR-S,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,M,,Coral Red,UV-WOM-BLOCK-KURTI-COR-M,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,L,,Coral Red,UV-WOM-BLOCK-KURTI-COR-L,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XL,,Coral Red,UV-WOM-BLOCK-KURTI-COR-XL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XXL,,Coral Red,UV-WOM-BLOCK-KURTI-COR-XXL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XS,,Soft Ivory,UV-WOM-BLOCK-KURTI-SOF-XS,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,S,,Soft Ivory,UV-WOM-BLOCK-KURTI-SOF-S,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,M,,Soft Ivory,UV-WOM-BLOCK-KURTI-SOF-M,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,L,,Soft Ivory,UV-WOM-BLOCK-KURTI-SOF-L,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XL,,Soft Ivory,UV-WOM-BLOCK-KURTI-SOF-XL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XXL,,Soft Ivory,UV-WOM-BLOCK-KURTI-SOF-XXL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XS,,Sage Green,UV-WOM-BLOCK-KURTI-SAG-XS,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,S,,Sage Green,UV-WOM-BLOCK-KURTI-SAG-S,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,M,,Sage Green,UV-WOM-BLOCK-KURTI-SAG-M,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,L,,Sage Green,UV-WOM-BLOCK-KURTI-SAG-L,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XL,,Sage Green,UV-WOM-BLOCK-KURTI-SAG-XL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-hand-block-kurti,,,,,,,,XXL,,Sage Green,UV-WOM-BLOCK-KURTI-SAG-XXL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
womens-georgette-lehnga,"Women's Georgette Lehnga","A lightweight flowing georgette lehnga featuring delicate gold foil printing, a fully lined panelled skirt, crop blouse, and matching sheer dupatta.",Urban Vogue,Lehnga,"Women, Lehnga, Georgette, Party Wear, Luxury",true,Size,S,Color,Soft Ivory,UV-WOM-GEORGETTE-LEHNGA-SOF-S,300,shopify,50,deny,manual,7999,10999,true,true,assets/womens_georgette_lehnga.png,1,"Women's Georgette Lehnga",active
womens-georgette-lehnga,,,,,,,,M,,Soft Ivory,UV-WOM-GEORGETTE-LEHNGA-SOF-M,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,L,,Soft Ivory,UV-WOM-GEORGETTE-LEHNGA-SOF-L,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,XL,,Soft Ivory,UV-WOM-GEORGETTE-LEHNGA-SOF-XL,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,S,,Sunset Peach,UV-WOM-GEORGETTE-LEHNGA-SUN-S,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,M,,Sunset Peach,UV-WOM-GEORGETTE-LEHNGA-SUN-M,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,L,,Sunset Peach,UV-WOM-GEORGETTE-LEHNGA-SUN-L,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,XL,,Sunset Peach,UV-WOM-GEORGETTE-LEHNGA-SUN-XL,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,S,,Coral Red,UV-WOM-GEORGETTE-LEHNGA-COR-S,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,M,,Coral Red,UV-WOM-GEORGETTE-LEHNGA-COR-M,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,L,,Coral Red,UV-WOM-GEORGETTE-LEHNGA-COR-L,300,shopify,50,deny,manual,7999,10999,true,true,,,,
womens-georgette-lehnga,,,,,,,,XL,,Coral Red,UV-WOM-GEORGETTE-LEHNGA-COR-XL,300,shopify,50,deny,manual,7999,10999,true,true,,,,
kids-cotton-summer-frock,"Kids' Cotton Summer Frock","A lightweight, breathable organic cotton tiered summer frock. Tagless collar design and non-toxic soft-brushed elastic for all-day play comfort.",Urban Vogue,Frock,"Kids, Frock, Cotton, Summer, Cozy Fit",true,Size,XS,Color,Sunset Peach,UV-K-SUMMER-FROCK-SUN-XS,300,shopify,50,deny,manual,1299,1799,true,true,assets/kids_summer_frock.png,1,"Kids' Cotton Summer Frock",active
kids-cotton-summer-frock,,,,,,,,S,,Sunset Peach,UV-K-SUMMER-FROCK-SUN-S,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,M,,Sunset Peach,UV-K-SUMMER-FROCK-SUN-M,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,L,,Sunset Peach,UV-K-SUMMER-FROCK-SUN-L,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,XL,,Sunset Peach,UV-K-SUMMER-FROCK-SUN-XL,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,XXL,,Sunset Peach,UV-K-SUMMER-FROCK-SUN-XXL,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,XS,,Soft Ivory,UV-K-SUMMER-FROCK-SOF-XS,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,S,,Soft Ivory,UV-K-SUMMER-FROCK-SOF-S,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,M,,Soft Ivory,UV-K-SUMMER-FROCK-SOF-M,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,L,,Soft Ivory,UV-K-SUMMER-FROCK-SOF-L,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,XL,,Soft Ivory,UV-K-SUMMER-FROCK-SOF-XL,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-cotton-summer-frock,,,,,,,,XXL,,Soft Ivory,UV-K-SUMMER-FROCK-SOF-XXL,300,shopify,50,deny,manual,1299,1799,true,true,,,,
kids-denim-shirt-pant-set,"Kids' Denim Shirt & Pant Set","A double-stitched cotton denim utility shirt paired with relaxed stretch denim pants. Features snap buttons and an adjustable inner waistband.",Urban Vogue,Pant Shirt,"Kids, Set, Denim, Shirt, Pant, Mini Drop",true,Size,XS,Color,Charcoal Black,UV-K-DENIM-SET-CHA-XS,300,shopify,50,deny,manual,1799,2499,true,true,assets/kids_denim_set.png,1,"Kids' Denim Shirt & Pant Set",active
kids-denim-shirt-pant-set,,,,,,,,S,,Charcoal Black,UV-K-DENIM-SET-CHA-S,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,M,,Charcoal Black,UV-K-DENIM-SET-CHA-M,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,L,,Charcoal Black,UV-K-DENIM-SET-CHA-L,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,XL,,Charcoal Black,UV-K-DENIM-SET-CHA-XL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,XXL,,Charcoal Black,UV-K-DENIM-SET-CHA-XXL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,XS,,Soft Ivory,UV-K-DENIM-SET-SOF-XS,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,S,,Soft Ivory,UV-K-DENIM-SET-SOF-S,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,M,,Soft Ivory,UV-K-DENIM-SET-SOF-M,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,L,,Soft Ivory,UV-K-DENIM-SET-SOF-L,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,XL,,Soft Ivory,UV-K-DENIM-SET-SOF-XL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-denim-shirt-pant-set,,,,,,,,XXL,,Soft Ivory,UV-K-DENIM-SET-SOF-XXL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-fleece-co-ord-set,"Kids' Fleece Co-Ord Set","A cozy two-piece co-ord set made from soft-brushed organic cotton fleece. Features a crewneck sweatshirt and matching joggers with secure cuffs.",Urban Vogue,Co-Ord Set,"Kids, Set, Fleece, Co-Ord, Daily Play",true,Size,XS,Color,Midnight Black,UV-K-FLEECE-COORD-MID-XS,300,shopify,50,deny,manual,1499,1999,true,true,assets/kids_fleece_coord.png,1,"Kids' Fleece Co-Ord Set",active
kids-fleece-co-ord-set,,,,,,,,S,,Midnight Black,UV-K-FLEECE-COORD-MID-S,300,shopify,50,deny,manual,1499,1999,true,true,,,,
